(base) jupyter-st125462@puffer:~/RTML/A5$ python face_gan_celeba.py
2025-03-09 16:44:19,039 - FaceGAN - INFO - Using device: cuda
2025-03-09 16:44:19,077 - FaceGAN - INFO - CUDA is available. Using GPU: NVIDIA GeForce RTX 2080 Ti
2025-03-09 16:44:19,077 - FaceGAN - INFO - Starting Face GAN training...
2025-03-09 16:44:19,196 - FaceGAN - INFO - Found 202599 images in ./data/celeba/img_align_celeba
2025-03-09 16:44:19,196 - FaceGAN - INFO - CelebA dataset loaded successfully with 202599 images
2025-03-09 17:37:30,235 - FaceGAN - INFO - Discriminator Loss: 0.8739, Generator Loss: 4.6905
2025-03-09 17:37:30,235 - FaceGAN - INFO - D(x): 0.9597, D(G(z)): 0.0075
2025-03-09 17:37:36,257 - FaceGAN - INFO - Epoch: [33/50], Batch Num: [300/1583]
2025-03-09 17:37:36,257 - FaceGAN - INFO - Discriminator Loss: 0.6359, Generator Loss: 4.2138
2025-03-09 17:37:36,257 - FaceGAN - INFO - D(x): 0.9599, D(G(z)): 0.0119
2025-03-09 17:37:42,211 - FaceGAN - INFO - Epoch: [33/50], Batch Num: [400/1583]
2025-03-09 17:37:42,211 - FaceGAN - INFO - Discriminator Loss: 0.9799, Generator Loss: 0.6085
2025-03-09 17:37:42,212 - FaceGAN - INFO - D(x): 0.4183, D(G(z)): 0.6192
2025-03-09 17:37:48,223 - FaceGAN - INFO - Epoch: [33/50], Batch Num: [500/1583]
2025-03-09 17:37:48,223 - FaceGAN - INFO - Discriminator Loss: 1.0497, Generator Loss: 0.6231
2025-03-09 17:37:48,223 - FaceGAN - INFO - D(x): 0.4033, D(G(z)): 0.6062
2025-03-09 17:37:54,242 - FaceGAN - INFO - Epoch: [33/50], Batch Num: [600/1583]
2025-03-09 17:37:54,242 - FaceGAN - INFO - Discriminator Loss: 0.8074, Generator Loss: 4.6742
2025-03-09 17:37:54,242 - FaceGAN - INFO - D(x): 0.9058, D(G(z)): 0.0079
2025-03-09 17:38:00,229 - FaceGAN - INFO - Epoch: [33/50], Batch Num: [700/1583]
2025-03-09 17:38:00,229 - FaceGAN - INFO - Discriminator Loss: 0.6080, Generator Loss: 3.6177
2025-03-09 17:38:00,229 - FaceGAN - INFO - D(x): 0.8773, D(G(z)): 0.0226
2025-03-09 17:38:06,132 - FaceGAN - INFO - Epoch: [33/50], Batch Num: [800/1583]
2025-03-09 17:38:06,132 - FaceGAN - INFO - Discriminator Loss: 0.5180, Generator Loss: 3.0828
2025-03-09 17:38:06,132 - FaceGAN - INFO - D(x): 0.8301, D(G(z)): 0.0433
2025-03-09 17:38:12,172 - FaceGAN - INFO - Epoch: [33/50], Batch Num: [900/1583]
2025-03-09 17:38:12,172 - FaceGAN - INFO - Discriminator Loss: 0.6892, Generator Loss: 1.7942
2025-03-09 17:38:12,172 - FaceGAN - INFO - D(x): 0.5883, D(G(z)): 0.1873
2025-03-09 17:38:18,081 - FaceGAN - INFO - Epoch: [33/50], Batch Num: [1000/1583]
2025-03-09 17:38:18,081 - FaceGAN - INFO - Discriminator Loss: 0.6192, Generator Loss: 3.8253
2025-03-09 17:38:18,081 - FaceGAN - INFO - D(x): 0.8918, D(G(z)): 0.0182
2025-03-09 17:38:23,988 - FaceGAN - INFO - Epoch: [33/50], Batch Num: [1100/1583]
2025-03-09 17:38:23,988 - FaceGAN - INFO - Discriminator Loss: 0.5306, Generator Loss: 2.9415
2025-03-09 17:38:23,988 - FaceGAN - INFO - D(x): 0.8091, D(G(z)): 0.0519
2025-03-09 17:38:30,011 - FaceGAN - INFO - Epoch: [33/50], Batch Num: [1200/1583]
2025-03-09 17:38:30,012 - FaceGAN - INFO - Discriminator Loss: 1.0859, Generator Loss: 2.5869
2025-03-09 17:38:30,012 - FaceGAN - INFO - D(x): 0.8088, D(G(z)): 0.0758
2025-03-09 17:38:36,045 - FaceGAN - INFO - Epoch: [33/50], Batch Num: [1300/1583]
2025-03-09 17:38:36,045 - FaceGAN - INFO - Discriminator Loss: 0.4716, Generator Loss: 2.6100
2025-03-09 17:38:36,045 - FaceGAN - INFO - D(x): 0.8237, D(G(z)): 0.0728
2025-03-09 17:38:42,068 - FaceGAN - INFO - Epoch: [33/50], Batch Num: [1400/1583]
2025-03-09 17:38:42,068 - FaceGAN - INFO - Discriminator Loss: 0.6376, Generator Loss: 2.3461
2025-03-09 17:38:42,068 - FaceGAN - INFO - D(x): 0.6235, D(G(z)): 0.1017
2025-03-09 17:38:48,108 - FaceGAN - INFO - Epoch: [33/50], Batch Num: [1500/1583]
2025-03-09 17:38:48,108 - FaceGAN - INFO - Discriminator Loss: 1.2154, Generator Loss: 1.4894
2025-03-09 17:38:48,108 - FaceGAN - INFO - D(x): 0.5647, D(G(z)): 0.2318
2025-03-09 17:38:53,197 - FaceGAN - INFO - Epoch 33 completed in 95.51 seconds
2025-03-09 17:38:53,562 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [0/1583]
2025-03-09 17:38:53,562 - FaceGAN - INFO - Discriminator Loss: 0.8588, Generator Loss: 1.9990
2025-03-09 17:38:53,563 - FaceGAN - INFO - D(x): 0.7258, D(G(z)): 0.1356
2025-03-09 17:38:59,582 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [100/1583]
2025-03-09 17:38:59,582 - FaceGAN - INFO - Discriminator Loss: 0.5779, Generator Loss: 4.3510
2025-03-09 17:38:59,582 - FaceGAN - INFO - D(x): 0.9437, D(G(z)): 0.0105
2025-03-09 17:39:05,617 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [200/1583]
2025-03-09 17:39:05,617 - FaceGAN - INFO - Discriminator Loss: 0.5407, Generator Loss: 1.3048
2025-03-09 17:39:05,617 - FaceGAN - INFO - D(x): 0.7027, D(G(z)): 0.2891
2025-03-09 17:39:11,682 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [300/1583]
2025-03-09 17:39:11,682 - FaceGAN - INFO - Discriminator Loss: 0.5963, Generator Loss: 3.1505
2025-03-09 17:39:11,683 - FaceGAN - INFO - D(x): 0.8379, D(G(z)): 0.0392
2025-03-09 17:39:17,716 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [400/1583]
2025-03-09 17:39:17,717 - FaceGAN - INFO - Discriminator Loss: 0.5036, Generator Loss: 3.7640
2025-03-09 17:39:17,717 - FaceGAN - INFO - D(x): 0.8987, D(G(z)): 0.0205
2025-03-09 17:39:23,767 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [500/1583]
2025-03-09 17:39:23,767 - FaceGAN - INFO - Discriminator Loss: 1.1307, Generator Loss: 2.9120
2025-03-09 17:39:23,768 - FaceGAN - INFO - D(x): 0.8495, D(G(z)): 0.0521
2025-03-09 17:39:29,789 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [600/1583]
2025-03-09 17:39:29,789 - FaceGAN - INFO - Discriminator Loss: 0.5654, Generator Loss: 2.5370
2025-03-09 17:39:29,789 - FaceGAN - INFO - D(x): 0.6682, D(G(z)): 0.0824
2025-03-09 17:39:35,832 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [700/1583]
2025-03-09 17:39:35,832 - FaceGAN - INFO - Discriminator Loss: 1.1504, Generator Loss: 0.5422
2025-03-09 17:39:35,832 - FaceGAN - INFO - D(x): 0.3568, D(G(z)): 0.6550
2025-03-09 17:39:41,861 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [800/1583]
2025-03-09 17:39:41,861 - FaceGAN - INFO - Discriminator Loss: 0.6566, Generator Loss: 1.8661
2025-03-09 17:39:41,861 - FaceGAN - INFO - D(x): 0.5930, D(G(z)): 0.1644
2025-03-09 17:39:47,910 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [900/1583]
2025-03-09 17:39:47,910 - FaceGAN - INFO - Discriminator Loss: 0.6095, Generator Loss: 3.7182
2025-03-09 17:39:47,911 - FaceGAN - INFO - D(x): 0.9296, D(G(z)): 0.0218
2025-03-09 17:39:53,933 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [1000/1583]
2025-03-09 17:39:53,933 - FaceGAN - INFO - Discriminator Loss: 0.4523, Generator Loss: 3.4262
2025-03-09 17:39:53,933 - FaceGAN - INFO - D(x): 0.8227, D(G(z)): 0.0283
2025-03-09 17:39:59,939 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [1100/1583]
2025-03-09 17:39:59,939 - FaceGAN - INFO - Discriminator Loss: 0.4498, Generator Loss: 3.1039
2025-03-09 17:39:59,939 - FaceGAN - INFO - D(x): 0.8143, D(G(z)): 0.0454
2025-03-09 17:40:05,899 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [1200/1583]
2025-03-09 17:40:05,899 - FaceGAN - INFO - Discriminator Loss: 0.5089, Generator Loss: 3.2958
2025-03-09 17:40:05,899 - FaceGAN - INFO - D(x): 0.8967, D(G(z)): 0.0335
2025-03-09 17:40:11,958 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [1300/1583]
2025-03-09 17:40:11,958 - FaceGAN - INFO - Discriminator Loss: 0.5324, Generator Loss: 1.7220
2025-03-09 17:40:11,958 - FaceGAN - INFO - D(x): 0.6944, D(G(z)): 0.1929
2025-03-09 17:40:18,005 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [1400/1583]
2025-03-09 17:40:18,005 - FaceGAN - INFO - Discriminator Loss: 0.4825, Generator Loss: 3.6169
2025-03-09 17:40:18,005 - FaceGAN - INFO - D(x): 0.8525, D(G(z)): 0.0257
2025-03-09 17:40:24,086 - FaceGAN - INFO - Epoch: [34/50], Batch Num: [1500/1583]
2025-03-09 17:40:24,087 - FaceGAN - INFO - Discriminator Loss: 0.6769, Generator Loss: 3.4688
2025-03-09 17:40:24,087 - FaceGAN - INFO - D(x): 0.9544, D(G(z)): 0.0262
2025-03-09 17:40:29,239 - FaceGAN - INFO - Epoch 34 completed in 96.04 seconds
2025-03-09 17:40:29,660 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [0/1583]
2025-03-09 17:40:29,660 - FaceGAN - INFO - Discriminator Loss: 0.5229, Generator Loss: 3.3892
2025-03-09 17:40:29,660 - FaceGAN - INFO - D(x): 0.8932, D(G(z)): 0.0319
2025-03-09 17:40:35,748 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [100/1583]
2025-03-09 17:40:35,748 - FaceGAN - INFO - Discriminator Loss: 1.5033, Generator Loss: 0.7370
2025-03-09 17:40:35,748 - FaceGAN - INFO - D(x): 0.2563, D(G(z)): 0.5594
2025-03-09 17:40:41,799 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [200/1583]
2025-03-09 17:40:41,799 - FaceGAN - INFO - Discriminator Loss: 0.5371, Generator Loss: 2.4864
2025-03-09 17:40:41,799 - FaceGAN - INFO - D(x): 0.7221, D(G(z)): 0.0852
2025-03-09 17:40:47,841 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [300/1583]
2025-03-09 17:40:47,841 - FaceGAN - INFO - Discriminator Loss: 0.4900, Generator Loss: 3.1526
2025-03-09 17:40:47,842 - FaceGAN - INFO - D(x): 0.7626, D(G(z)): 0.0432
2025-03-09 17:40:53,899 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [400/1583]
2025-03-09 17:40:53,899 - FaceGAN - INFO - Discriminator Loss: 0.5997, Generator Loss: 4.0780
2025-03-09 17:40:53,900 - FaceGAN - INFO - D(x): 0.9486, D(G(z)): 0.0158
2025-03-09 17:40:59,966 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [500/1583]
2025-03-09 17:40:59,966 - FaceGAN - INFO - Discriminator Loss: 0.4321, Generator Loss: 3.0824
2025-03-09 17:40:59,966 - FaceGAN - INFO - D(x): 0.8241, D(G(z)): 0.0451
2025-03-09 17:41:05,940 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [600/1583]
2025-03-09 17:41:05,940 - FaceGAN - INFO - Discriminator Loss: 0.4742, Generator Loss: 2.5844
2025-03-09 17:41:05,940 - FaceGAN - INFO - D(x): 0.7693, D(G(z)): 0.0726
2025-03-09 17:41:11,953 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [700/1583]
2025-03-09 17:41:11,953 - FaceGAN - INFO - Discriminator Loss: 0.4423, Generator Loss: 3.8641
2025-03-09 17:41:11,953 - FaceGAN - INFO - D(x): 0.8833, D(G(z)): 0.0181
2025-03-09 17:41:17,972 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [800/1583]
2025-03-09 17:41:17,973 - FaceGAN - INFO - Discriminator Loss: 0.5038, Generator Loss: 3.3191
2025-03-09 17:41:17,973 - FaceGAN - INFO - D(x): 0.8384, D(G(z)): 0.0339
2025-03-09 17:41:23,999 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [900/1583]
2025-03-09 17:41:24,000 - FaceGAN - INFO - Discriminator Loss: 0.6776, Generator Loss: 2.2973
2025-03-09 17:41:24,000 - FaceGAN - INFO - D(x): 0.5830, D(G(z)): 0.1108
2025-03-09 17:41:30,047 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [1000/1583]
2025-03-09 17:41:30,047 - FaceGAN - INFO - Discriminator Loss: 0.5231, Generator Loss: 2.7988
2025-03-09 17:41:30,047 - FaceGAN - INFO - D(x): 0.7317, D(G(z)): 0.0611
2025-03-09 17:41:36,117 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [1100/1583]
2025-03-09 17:41:36,117 - FaceGAN - INFO - Discriminator Loss: 0.5003, Generator Loss: 2.4794
2025-03-09 17:41:36,117 - FaceGAN - INFO - D(x): 0.8218, D(G(z)): 0.0850
2025-03-09 17:41:42,173 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [1200/1583]
2025-03-09 17:41:42,173 - FaceGAN - INFO - Discriminator Loss: 0.4615, Generator Loss: 3.0075
2025-03-09 17:41:42,173 - FaceGAN - INFO - D(x): 0.7789, D(G(z)): 0.0491
2025-03-09 17:41:48,249 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [1300/1583]
2025-03-09 17:41:48,249 - FaceGAN - INFO - Discriminator Loss: 0.6114, Generator Loss: 2.2066
2025-03-09 17:41:48,250 - FaceGAN - INFO - D(x): 0.6392, D(G(z)): 0.1217
2025-03-09 17:41:54,331 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [1400/1583]
2025-03-09 17:41:54,332 - FaceGAN - INFO - Discriminator Loss: 0.5901, Generator Loss: 2.8828
2025-03-09 17:41:54,332 - FaceGAN - INFO - D(x): 0.8004, D(G(z)): 0.0538
2025-03-09 17:42:00,341 - FaceGAN - INFO - Epoch: [35/50], Batch Num: [1500/1583]
2025-03-09 17:42:00,341 - FaceGAN - INFO - Discriminator Loss: 1.1239, Generator Loss: 4.4226
2025-03-09 17:42:00,341 - FaceGAN - INFO - D(x): 0.9691, D(G(z)): 0.0097
2025-03-09 17:42:05,405 - FaceGAN - INFO - Models saved at epoch 35
2025-03-09 17:42:05,405 - FaceGAN - INFO - Epoch 35 completed in 96.17 seconds
2025-03-09 17:42:05,849 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [0/1583]
2025-03-09 17:42:05,850 - FaceGAN - INFO - Discriminator Loss: 0.4120, Generator Loss: 4.0062
2025-03-09 17:42:05,850 - FaceGAN - INFO - D(x): 0.8895, D(G(z)): 0.0166
2025-03-09 17:42:11,966 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [100/1583]
2025-03-09 17:42:11,967 - FaceGAN - INFO - Discriminator Loss: 2.6560, Generator Loss: 0.4686
2025-03-09 17:42:11,967 - FaceGAN - INFO - D(x): 0.0955, D(G(z)): 0.7424
2025-03-09 17:42:18,032 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [200/1583]
2025-03-09 17:42:18,032 - FaceGAN - INFO - Discriminator Loss: 0.4261, Generator Loss: 3.3065
2025-03-09 17:42:18,032 - FaceGAN - INFO - D(x): 0.8459, D(G(z)): 0.0368
2025-03-09 17:42:24,112 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [300/1583]
2025-03-09 17:42:24,112 - FaceGAN - INFO - Discriminator Loss: 0.8831, Generator Loss: 1.9885
2025-03-09 17:42:24,112 - FaceGAN - INFO - D(x): 0.4757, D(G(z)): 0.1430
2025-03-09 17:42:30,167 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [400/1583]
2025-03-09 17:42:30,167 - FaceGAN - INFO - Discriminator Loss: 0.4719, Generator Loss: 3.4538
2025-03-09 17:42:30,167 - FaceGAN - INFO - D(x): 0.8875, D(G(z)): 0.0293
2025-03-09 17:42:36,196 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [500/1583]
2025-03-09 17:42:36,196 - FaceGAN - INFO - Discriminator Loss: 0.6946, Generator Loss: 2.0695
2025-03-09 17:42:36,196 - FaceGAN - INFO - D(x): 0.5601, D(G(z)): 0.1460
2025-03-09 17:42:42,241 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [600/1583]
2025-03-09 17:42:42,241 - FaceGAN - INFO - Discriminator Loss: 0.4272, Generator Loss: 3.0483
2025-03-09 17:42:42,241 - FaceGAN - INFO - D(x): 0.8100, D(G(z)): 0.0468
2025-03-09 17:42:48,376 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [700/1583]
2025-03-09 17:42:48,377 - FaceGAN - INFO - Discriminator Loss: 0.4864, Generator Loss: 2.8075
2025-03-09 17:42:48,377 - FaceGAN - INFO - D(x): 0.8056, D(G(z)): 0.0569
2025-03-09 17:42:54,360 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [800/1583]
2025-03-09 17:42:54,360 - FaceGAN - INFO - Discriminator Loss: 0.6699, Generator Loss: 1.9145
2025-03-09 17:42:54,360 - FaceGAN - INFO - D(x): 0.5855, D(G(z)): 0.1644
2025-03-09 17:43:00,471 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [900/1583]
2025-03-09 17:43:00,471 - FaceGAN - INFO - Discriminator Loss: 0.4938, Generator Loss: 3.3995
2025-03-09 17:43:00,471 - FaceGAN - INFO - D(x): 0.8469, D(G(z)): 0.0338
2025-03-09 17:43:06,575 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [1000/1583]
2025-03-09 17:43:06,575 - FaceGAN - INFO - Discriminator Loss: 1.1791, Generator Loss: 1.1536
2025-03-09 17:43:06,575 - FaceGAN - INFO - D(x): 0.3570, D(G(z)): 0.3384
2025-03-09 17:43:12,688 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [1100/1583]
2025-03-09 17:43:12,688 - FaceGAN - INFO - Discriminator Loss: 0.4671, Generator Loss: 3.3013
2025-03-09 17:43:12,689 - FaceGAN - INFO - D(x): 0.8712, D(G(z)): 0.0360
2025-03-09 17:43:18,787 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [1200/1583]
2025-03-09 17:43:18,787 - FaceGAN - INFO - Discriminator Loss: 0.4965, Generator Loss: 2.8234
2025-03-09 17:43:18,788 - FaceGAN - INFO - D(x): 0.7717, D(G(z)): 0.0569
2025-03-09 17:43:24,879 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [1300/1583]
2025-03-09 17:43:24,880 - FaceGAN - INFO - Discriminator Loss: 0.6672, Generator Loss: 1.8141
2025-03-09 17:43:24,880 - FaceGAN - INFO - D(x): 0.5951, D(G(z)): 0.1779
2025-03-09 17:43:30,964 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [1400/1583]
2025-03-09 17:43:30,964 - FaceGAN - INFO - Discriminator Loss: 0.9604, Generator Loss: 3.9604
2025-03-09 17:43:30,964 - FaceGAN - INFO - D(x): 0.9511, D(G(z)): 0.0169
2025-03-09 17:43:37,117 - FaceGAN - INFO - Epoch: [36/50], Batch Num: [1500/1583]
2025-03-09 17:43:37,118 - FaceGAN - INFO - Discriminator Loss: 0.5205, Generator Loss: 2.4196
2025-03-09 17:43:37,118 - FaceGAN - INFO - D(x): 0.7277, D(G(z)): 0.0922
2025-03-09 17:43:42,261 - FaceGAN - INFO - Epoch 36 completed in 96.86 seconds
2025-03-09 17:43:42,693 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [0/1583]
2025-03-09 17:43:42,694 - FaceGAN - INFO - Discriminator Loss: 0.4554, Generator Loss: 3.9925
2025-03-09 17:43:42,694 - FaceGAN - INFO - D(x): 0.9292, D(G(z)): 0.0176
2025-03-09 17:43:48,848 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [100/1583]
2025-03-09 17:43:48,848 - FaceGAN - INFO - Discriminator Loss: 0.6477, Generator Loss: 1.9801
2025-03-09 17:43:48,848 - FaceGAN - INFO - D(x): 0.5776, D(G(z)): 0.1492
2025-03-09 17:43:54,919 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [200/1583]
2025-03-09 17:43:54,920 - FaceGAN - INFO - Discriminator Loss: 0.4196, Generator Loss: 3.8619
2025-03-09 17:43:54,920 - FaceGAN - INFO - D(x): 0.8921, D(G(z)): 0.0196
2025-03-09 17:44:01,019 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [300/1583]
2025-03-09 17:44:01,019 - FaceGAN - INFO - Discriminator Loss: 0.4639, Generator Loss: 3.4917
2025-03-09 17:44:01,019 - FaceGAN - INFO - D(x): 0.8276, D(G(z)): 0.0311
2025-03-09 17:44:07,114 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [400/1583]
2025-03-09 17:44:07,114 - FaceGAN - INFO - Discriminator Loss: 0.4345, Generator Loss: 2.9425
2025-03-09 17:44:07,114 - FaceGAN - INFO - D(x): 0.8088, D(G(z)): 0.0507
2025-03-09 17:44:13,251 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [500/1583]
2025-03-09 17:44:13,251 - FaceGAN - INFO - Discriminator Loss: 0.5008, Generator Loss: 2.6561
2025-03-09 17:44:13,251 - FaceGAN - INFO - D(x): 0.7091, D(G(z)): 0.0766
2025-03-09 17:44:19,376 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [600/1583]
2025-03-09 17:44:19,377 - FaceGAN - INFO - Discriminator Loss: 0.5704, Generator Loss: 2.1802
2025-03-09 17:44:19,377 - FaceGAN - INFO - D(x): 0.7229, D(G(z)): 0.1215
2025-03-09 17:44:25,500 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [700/1583]
2025-03-09 17:44:25,500 - FaceGAN - INFO - Discriminator Loss: 0.9288, Generator Loss: 1.1574
2025-03-09 17:44:25,500 - FaceGAN - INFO - D(x): 0.4386, D(G(z)): 0.3418
2025-03-09 17:44:31,607 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [800/1583]
2025-03-09 17:44:31,607 - FaceGAN - INFO - Discriminator Loss: 0.6637, Generator Loss: 3.4046
2025-03-09 17:44:31,607 - FaceGAN - INFO - D(x): 0.9285, D(G(z)): 0.0321
2025-03-09 17:44:37,745 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [900/1583]
2025-03-09 17:44:37,745 - FaceGAN - INFO - Discriminator Loss: 0.4764, Generator Loss: 2.9569
2025-03-09 17:44:37,746 - FaceGAN - INFO - D(x): 0.7435, D(G(z)): 0.0543
2025-03-09 17:44:43,861 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [1000/1583]
2025-03-09 17:44:43,861 - FaceGAN - INFO - Discriminator Loss: 0.4806, Generator Loss: 2.3436
2025-03-09 17:44:43,861 - FaceGAN - INFO - D(x): 0.7742, D(G(z)): 0.1074
2025-03-09 17:44:49,979 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [1100/1583]
2025-03-09 17:44:49,979 - FaceGAN - INFO - Discriminator Loss: 0.4623, Generator Loss: 3.4437
2025-03-09 17:44:49,980 - FaceGAN - INFO - D(x): 0.8804, D(G(z)): 0.0282
2025-03-09 17:44:56,113 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [1200/1583]
2025-03-09 17:44:56,113 - FaceGAN - INFO - Discriminator Loss: 1.6227, Generator Loss: 2.2353
2025-03-09 17:44:56,113 - FaceGAN - INFO - D(x): 0.5837, D(G(z)): 0.2863
2025-03-09 17:45:02,208 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [1300/1583]
2025-03-09 17:45:02,208 - FaceGAN - INFO - Discriminator Loss: 0.4633, Generator Loss: 3.5858
2025-03-09 17:45:02,208 - FaceGAN - INFO - D(x): 0.7921, D(G(z)): 0.0278
2025-03-09 17:45:08,342 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [1400/1583]
2025-03-09 17:45:08,343 - FaceGAN - INFO - Discriminator Loss: 0.4698, Generator Loss: 3.3343
2025-03-09 17:45:08,343 - FaceGAN - INFO - D(x): 0.8319, D(G(z)): 0.0330
2025-03-09 17:45:14,458 - FaceGAN - INFO - Epoch: [37/50], Batch Num: [1500/1583]
2025-03-09 17:45:14,458 - FaceGAN - INFO - Discriminator Loss: 0.4878, Generator Loss: 3.6573
2025-03-09 17:45:14,458 - FaceGAN - INFO - D(x): 0.8970, D(G(z)): 0.0235
2025-03-09 17:45:19,613 - FaceGAN - INFO - Epoch 37 completed in 97.35 seconds
2025-03-09 17:45:20,079 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [0/1583]
2025-03-09 17:45:20,080 - FaceGAN - INFO - Discriminator Loss: 1.1631, Generator Loss: 1.0082
2025-03-09 17:45:20,080 - FaceGAN - INFO - D(x): 0.5292, D(G(z)): 0.3776
2025-03-09 17:45:26,216 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [100/1583]
2025-03-09 17:45:26,216 - FaceGAN - INFO - Discriminator Loss: 0.5445, Generator Loss: 2.7525
2025-03-09 17:45:26,216 - FaceGAN - INFO - D(x): 0.7735, D(G(z)): 0.0663
2025-03-09 17:45:32,284 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [200/1583]
2025-03-09 17:45:32,285 - FaceGAN - INFO - Discriminator Loss: 1.1206, Generator Loss: 5.7158
2025-03-09 17:45:32,285 - FaceGAN - INFO - D(x): 0.9660, D(G(z)): 0.0028
2025-03-09 17:45:38,414 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [300/1583]
2025-03-09 17:45:38,414 - FaceGAN - INFO - Discriminator Loss: 0.4471, Generator Loss: 2.7899
2025-03-09 17:45:38,414 - FaceGAN - INFO - D(x): 0.8512, D(G(z)): 0.0575
2025-03-09 17:45:44,509 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [400/1583]
2025-03-09 17:45:44,509 - FaceGAN - INFO - Discriminator Loss: 0.4903, Generator Loss: 2.6090
2025-03-09 17:45:44,509 - FaceGAN - INFO - D(x): 0.8064, D(G(z)): 0.0800
2025-03-09 17:45:50,626 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [500/1583]
2025-03-09 17:45:50,627 - FaceGAN - INFO - Discriminator Loss: 1.0518, Generator Loss: 5.8729
2025-03-09 17:45:50,627 - FaceGAN - INFO - D(x): 0.9742, D(G(z)): 0.0020
2025-03-09 17:45:56,821 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [600/1583]
2025-03-09 17:45:56,822 - FaceGAN - INFO - Discriminator Loss: 0.9494, Generator Loss: 5.0296
2025-03-09 17:45:56,822 - FaceGAN - INFO - D(x): 0.9787, D(G(z)): 0.0051
2025-03-09 17:46:02,965 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [700/1583]
2025-03-09 17:46:02,965 - FaceGAN - INFO - Discriminator Loss: 0.4063, Generator Loss: 3.7868
2025-03-09 17:46:02,966 - FaceGAN - INFO - D(x): 0.8363, D(G(z)): 0.0205
2025-03-09 17:46:09,151 - FaceGAN - INFO - Epoch: [38/50], Batch Num: [800/1583]
2025-03-09 17:46:09,151 - FaceGAN - INFO - Discriminator Loss: 0.4498, Generator Loss: 3.9107
